	microMUMMIE_var	miRNA	type	gene	gene_id	Chr	strand	seed_start	seed_end	transcript_id	UTR_start	UTR_end	probability	Tr:miR
69591	0.5	dme-miR-305-5p	7mer-A1	mamo	FBgn0267033	X	-	13853450	13853456	FBtr0346002	13850846	13854098	0.66062304	FBtr0346002:dme-miR-305-5p
69592	0.5	dme-miR-305-5p	7mer-A1	mamo	FBgn0267033	X	-	13853450	13853456	FBtr0346001	13846114	13854098	0.66062304	FBtr0346001:dme-miR-305-5p
69593	0.5	dme-miR-8-3p	6mer2-7	CG11448	FBgn0024985	X	+	1396976	1396981	FBtr0070225	1395374	1397337	0.750404212	FBtr0070225:dme-miR-8-3p
69594	0.5	dme-miR-8-3p	6mer2-7	CG11448	FBgn0024985	X	+	1396976	1396981	FBtr0332291	1395374	1397337	0.750404212	FBtr0332291:dme-miR-8-3p
69595	0.5	dme-miR-8-3p	6mer2-7	CG11448	FBgn0024985	X	+	1396976	1396981	FBtr0332292	1395684	1397337	0.750404212	FBtr0332292:dme-miR-8-3p
69596	0.5	dme-miR-282-5p	6mer2-7	rush	FBgn0025381	X	+	1480438	1480443	FBtr0339589	1480188	1481420	0.59872773	FBtr0339589:dme-miR-282-5p
69597	0.5	dme-miR-305-5p	7mer-A1	rush	FBgn0025381	X	+	1481381	1481387	FBtr0339589	1480188	1481420	0.599530791	FBtr0339589:dme-miR-305-5p
69598	0.5	dme-miR-305-5p	7mer-A1	rush	FBgn0025381	X	+	1481381	1481387	FBtr0070259	1480188	1481420	0.599530791	FBtr0070259:dme-miR-305-5p
69599	0.5	dme-miR-308-3p	7mer-m1	pdgy	FBgn0027601	X	-	14934583	14934589	FBtr0308838	14934038	14934629	0.559150211	FBtr0308838:dme-miR-308-3p
69600	0.5	dme-miR-308-3p	7mer-m1	pdgy	FBgn0027601	X	-	14934583	14934589	FBtr0073972	14934038	14934629	0.559150211	FBtr0073972:dme-miR-308-3p
69601	0.5	dme-miR-308-3p	7mer-m1	pdgy	FBgn0027601	X	-	14934583	14934589	FBtr0343521	14934038	14934629	0.559150211	FBtr0343521:dme-miR-308-3p
69602	0.5	dme-miR-308-3p	7mer-m1	pdgy	FBgn0027601	X	-	14934583	14934589	FBtr0303294	14933668	14934629	0.559150211	FBtr0303294:dme-miR-308-3p
69603	0.5	dme-bantam-3p	6mer3-8	be	FBgn0052594	X	+	15032981	15032986	FBtr0073956	15032682	15042060	0.997494905	FBtr0073956:dme-bantam-3p
69604	0.5	dme-miR-9b-5p	6mer3-8	CG5541	FBgn0030603	X	+	15051306	15051311	FBtr0073958	15051108	15051842	0.713273609	FBtr0073958:dme-miR-9b-5p
69605	0.5	dme-miR-9b-5p	6mer3-8	CG5541	FBgn0030603	X	+	15051306	15051311	FBtr0073959	15051108	15051842	0.713273609	FBtr0073959:dme-miR-9b-5p
69606	0.5	dme-miR-9c-5p	6mer3-8	CG5541	FBgn0030603	X	+	15051306	15051311	FBtr0073958	15051108	15051842	0.713273609	FBtr0073958:dme-miR-9c-5p
69607	0.5	dme-miR-9c-5p	6mer3-8	CG5541	FBgn0030603	X	+	15051306	15051311	FBtr0073959	15051108	15051842	0.713273609	FBtr0073959:dme-miR-9c-5p
69608	0.5	dme-miR-995-3p	7mer-m8	CG5541	FBgn0030603	X	+	15051502	15051508	FBtr0073958	15051108	15051842	0.59103177	FBtr0073958:dme-miR-995-3p
69609	0.5	dme-miR-995-3p	7mer-m8	CG5541	FBgn0030603	X	+	15051502	15051508	FBtr0073959	15051108	15051842	0.59103177	FBtr0073959:dme-miR-995-3p
69610	0.5	dme-miR-34-5p	8mer-A1	CG5548	FBgn0030605	X	+	15064479	15064486	FBtr0340424	15064402	15064926	0.628358289	FBtr0340424:dme-miR-34-5p
69611	0.5	dme-miR-34-5p	8mer-A1	CG5548	FBgn0030605	X	+	15064479	15064486	FBtr0340425	15064402	15064548	0.628358289	FBtr0340425:dme-miR-34-5p
69612	0.5	dme-miR-34-5p	8mer-A1	CG5548	FBgn0030605	X	+	15064479	15064486	FBtr0073960	15064402	15064548	0.628358289	FBtr0073960:dme-miR-34-5p
69613	0.5	dme-miR-11-3p	6mer3-8	dob	FBgn0030607	X	+	15069031	15069036	FBtr0073961	15068864	15069091	0.676591928	FBtr0073961:dme-miR-11-3p
69615	0.5	dme-miR-308-3p	6mer3-8	dob	FBgn0030607	X	+	15069031	15069036	FBtr0073961	15068864	15069091	0.676591928	FBtr0073961:dme-miR-308-3p
69617	0.5	dme-miR-980-3p	6mer2-7	CG33177	FBgn0053177	X	+	15082310	15082315	FBtr0073962	15082192	15082369	0.818094457	FBtr0073962:dme-miR-980-3p
69618	0.5	dme-miR-277-3p	8mer-A1	CG5599	FBgn0030612	X	+	15088496	15088503	FBtr0073964	15088247	15088629	0.507996847	FBtr0073964:dme-miR-277-3p
69619	0.5	dme-miR-970-3p	7mer-A1	Top1	FBgn0004924	X	+	15327101	15327107	FBtr0340434	15325917	15328029	0.617951536	FBtr0340434:dme-miR-970-3p
69620	0.5	dme-miR-970-3p	7mer-A1	Top1	FBgn0004924	X	+	15327101	15327107	FBtr0100294	15325917	15328029	0.617951536	FBtr0100294:dme-miR-970-3p
69621	0.5	dme-miR-184-3p	7mer-A1	CG8191	FBgn0030675	X	+	15733336	15733342	FBtr0074083	15733227	15733663	0.553597838	FBtr0074083:dme-miR-184-3p
69622	0.5	dme-miR-184-3p	6mer2-7	CG8944	FBgn0030680	X	-	15742467	15742472	FBtr0074201	15741341	15743214	0.788627114	FBtr0074201:dme-miR-184-3p
69623	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0310312	15824447	15825495	0.519445409	FBtr0310312:dme-miR-282-5p
69624	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0310313	15824447	15825495	0.519445409	FBtr0310313:dme-miR-282-5p
69625	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0340115	15824447	15825722	0.519445409	FBtr0340115:dme-miR-282-5p
69626	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0112827	15824447	15825722	0.519445409	FBtr0112827:dme-miR-282-5p
69627	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0308132	15824447	15826608	0.519445409	FBtr0308132:dme-miR-282-5p
69628	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0112825	15824447	15825722	0.519445409	FBtr0112825:dme-miR-282-5p
69629	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0301543	15824447	15825722	0.519445409	FBtr0301543:dme-miR-282-5p
69630	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0308129	15824447	15825722	0.519445409	FBtr0308129:dme-miR-282-5p
69631	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0301544	15824447	15825722	0.519445409	FBtr0301544:dme-miR-282-5p
69632	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0112824	15824447	15825722	0.519445409	FBtr0112824:dme-miR-282-5p
69633	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0074099	15824447	15825722	0.519445409	FBtr0074099:dme-miR-282-5p
69634	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0308131	15824447	15827681	0.519445409	FBtr0308131:dme-miR-282-5p
69635	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0308128	15824447	15825722	0.519445409	FBtr0308128:dme-miR-282-5p
69636	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0074100	15824447	15825722	0.519445409	FBtr0074100:dme-miR-282-5p
69637	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0310311	15824447	15825722	0.519445409	FBtr0310311:dme-miR-282-5p
69638	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0308133	15824447	15825722	0.519445409	FBtr0308133:dme-miR-282-5p
69639	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0074101	15824447	15825722	0.519445409	FBtr0074101:dme-miR-282-5p
69640	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0308130	15824447	15825722	0.519445409	FBtr0308130:dme-miR-282-5p
69641	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0112826	15824447	15825722	0.519445409	FBtr0112826:dme-miR-282-5p
69642	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0346799	15824447	15827682	0.519445409	FBtr0346799:dme-miR-282-5p
69643	0.5	dme-miR-282-5p	6mer2-7	sd	FBgn0003345	X	+	15825052	15825057	FBtr0308134	15824447	15825722	0.519445409	FBtr0308134:dme-miR-282-5p
69644	0.5	dme-miR-317-3p	7mer-A1	sd	FBgn0003345	X	+	15825573	15825579	FBtr0340115	15824447	15825722	0.745772416	FBtr0340115:dme-miR-317-3p
69645	0.5	dme-miR-317-3p	7mer-A1	sd	FBgn0003345	X	+	15825573	15825579	FBtr0112827	15824447	15825722	0.745772416	FBtr0112827:dme-miR-317-3p
69646	0.5	dme-miR-317-3p	7mer-A1	sd	FBgn0003345	X	+	15825573	15825579	FBtr0308132	15824447	15826608	0.745772416	FBtr0308132:dme-miR-317-3p
69647	0.5	dme-miR-317-3p	7mer-A1	sd	FBgn0003345	X	+	15825573	15825579	FBtr0112825	15824447	15825722	0.745772416	FBtr0112825:dme-miR-317-3p
69648	0.5	dme-miR-317-3p	7mer-A1	sd	FBgn0003345	X	+	15825573	15825579	FBtr0301543	15824447	15825722	0.745772416	FBtr0301543:dme-miR-317-3p
69649	0.5	dme-miR-317-3p	7mer-A1	sd	FBgn0003345	X	+	15825573	15825579	FBtr0308129	15824447	15825722	0.745772416	FBtr0308129:dme-miR-317-3p
69650	0.5	dme-miR-317-3p	7mer-A1	sd	FBgn0003345	X	+	15825573	15825579	FBtr0301544	15824447	15825722	0.745772416	FBtr0301544:dme-miR-317-3p
69651	0.5	dme-miR-317-3p	7mer-A1	sd	FBgn0003345	X	+	15825573	15825579	FBtr0112824	15824447	15825722	0.745772416	FBtr0112824:dme-miR-317-3p
69652	0.5	dme-miR-317-3p	7mer-A1	sd	FBgn0003345	X	+	15825573	15825579	FBtr0074099	15824447	15825722	0.745772416	FBtr0074099:dme-miR-317-3p
69653	0.5	dme-miR-317-3p	7mer-A1	sd	FBgn0003345	X	+	15825573	15825579	FBtr0308131	15824447	15827681	0.745772416	FBtr0308131:dme-miR-317-3p
69654	0.5	dme-miR-317-3p	7mer-A1	sd	FBgn0003345	X	+	15825573	15825579	FBtr0308128	15824447	15825722	0.745772416	FBtr0308128:dme-miR-317-3p
69655	0.5	dme-miR-317-3p	7mer-A1	sd	FBgn0003345	X	+	15825573	15825579	FBtr0074100	15824447	15825722	0.745772416	FBtr0074100:dme-miR-317-3p
69656	0.5	dme-miR-317-3p	7mer-A1	sd	FBgn0003345	X	+	15825573	15825579	FBtr0310311	15824447	15825722	0.745772416	FBtr0310311:dme-miR-317-3p
69657	0.5	dme-miR-317-3p	7mer-A1	sd	FBgn0003345	X	+	15825573	15825579	FBtr0308133	15824447	15825722	0.745772416	FBtr0308133:dme-miR-317-3p
69658	0.5	dme-miR-317-3p	7mer-A1	sd	FBgn0003345	X	+	15825573	15825579	FBtr0074101	15824447	15825722	0.745772416	FBtr0074101:dme-miR-317-3p
69659	0.5	dme-miR-317-3p	7mer-A1	sd	FBgn0003345	X	+	15825573	15825579	FBtr0308130	15824447	15825722	0.745772416	FBtr0308130:dme-miR-317-3p
69660	0.5	dme-miR-317-3p	7mer-A1	sd	FBgn0003345	X	+	15825573	15825579	FBtr0112826	15824447	15825722	0.745772416	FBtr0112826:dme-miR-317-3p
69661	0.5	dme-miR-317-3p	7mer-A1	sd	FBgn0003345	X	+	15825573	15825579	FBtr0346799	15824447	15827682	0.745772416	FBtr0346799:dme-miR-317-3p
69662	0.5	dme-miR-317-3p	7mer-A1	sd	FBgn0003345	X	+	15825573	15825579	FBtr0308134	15824447	15825722	0.745772416	FBtr0308134:dme-miR-317-3p
69663	0.5	dme-bantam-3p	8mer-A1	sd	FBgn0003345	X	+	15825755	15825762	FBtr0308132	15824447	15826608	0.540455519	FBtr0308132:dme-bantam-3p
69664	0.5	dme-bantam-3p	8mer-A1	sd	FBgn0003345	X	+	15825755	15825762	FBtr0308131	15824447	15827681	0.540455519	FBtr0308131:dme-bantam-3p
69665	0.5	dme-bantam-3p	8mer-A1	sd	FBgn0003345	X	+	15825755	15825762	FBtr0346799	15824447	15827682	0.540455519	FBtr0346799:dme-bantam-3p
69666	0.5	dme-miR-11-3p	6mer2-7	MSBP	FBgn0030703	X	-	15887724	15887729	FBtr0074166	15887565	15888035	0.552188026	FBtr0074166:dme-miR-11-3p
69668	0.5	dme-miR-11-3p	6mer2-7	MSBP	FBgn0030703	X	-	15887724	15887729	FBtr0333719	15887565	15888035	0.552188026	FBtr0333719:dme-miR-11-3p
69670	0.5	dme-miR-11-3p	6mer2-7	MSBP	FBgn0030703	X	-	15887724	15887729	FBtr0301598	15887565	15888035	0.552188026	FBtr0301598:dme-miR-11-3p
69672	0.5	dme-miR-308-3p	6mer2-7	MSBP	FBgn0030703	X	-	15887724	15887729	FBtr0074166	15887565	15888035	0.552188026	FBtr0074166:dme-miR-308-3p
69674	0.5	dme-miR-308-3p	6mer2-7	MSBP	FBgn0030703	X	-	15887724	15887729	FBtr0333719	15887565	15888035	0.552188026	FBtr0333719:dme-miR-308-3p
69676	0.5	dme-miR-308-3p	6mer2-7	MSBP	FBgn0030703	X	-	15887724	15887729	FBtr0301598	15887565	15888035	0.552188026	FBtr0301598:dme-miR-308-3p
69678	0.5	dme-miR-965-3p	7mer-m8	CG8924	FBgn0030710	X	+	15944222	15944228	FBtr0074130	15944054	15944449	0.494777019	FBtr0074130:dme-miR-965-3p
69679	0.5	dme-miR-275-3p	8mer-A1	eas	FBgn0000536	X	+	16284201	16284208	FBtr0308618	16283732	16285618	0.669613665	FBtr0308618:dme-miR-275-3p
69680	0.5	dme-miR-275-3p	8mer-A1	eas	FBgn0000536	X	+	16284201	16284208	FBtr0343520	16283732	16285618	0.669613665	FBtr0343520:dme-miR-275-3p
69681	0.5	dme-miR-275-3p	8mer-A1	eas	FBgn0000536	X	+	16284201	16284208	FBtr0308617	16283732	16285618	0.669613665	FBtr0308617:dme-miR-275-3p
69682	0.5	dme-miR-306-5p	8mer-A1	eas	FBgn0000536	X	+	16284201	16284208	FBtr0308618	16283732	16285618	0.669613665	FBtr0308618:dme-miR-306-5p
69683	0.5	dme-miR-306-5p	8mer-A1	eas	FBgn0000536	X	+	16284201	16284208	FBtr0343520	16283732	16285618	0.669613665	FBtr0343520:dme-miR-306-5p
69684	0.5	dme-miR-306-5p	8mer-A1	eas	FBgn0000536	X	+	16284201	16284208	FBtr0308617	16283732	16285618	0.669613665	FBtr0308617:dme-miR-306-5p
69685	0.5	dme-bantam-3p	6mer3-8	eas	FBgn0000536	X	+	16284434	16284439	FBtr0308618	16283732	16285618	0.678465087	FBtr0308618:dme-bantam-3p
69686	0.5	dme-bantam-3p	6mer3-8	eas	FBgn0000536	X	+	16284434	16284439	FBtr0343520	16283732	16285618	0.678465087	FBtr0343520:dme-bantam-3p
69687	0.5	dme-bantam-3p	6mer3-8	eas	FBgn0000536	X	+	16284434	16284439	FBtr0308617	16283732	16285618	0.678465087	FBtr0308617:dme-bantam-3p
69688	0.5	dme-bantam-3p	6mer3-8	Cyp1	FBgn0004432	X	-	16317820	16317825	FBtr0074238	16317671	16318181	0.945321126	FBtr0074238:dme-bantam-3p
69689	0.5	dme-miR-277-3p	7mer-m8	Cyp1	FBgn0004432	X	-	16318110	16318116	FBtr0074238	16317671	16318181	0.557833308	FBtr0074238:dme-miR-277-3p
69690	0.5	dme-miR-995-3p	7mer-m8	CG9917	FBgn0030740	X	-	16321797	16321803	FBtr0074237	16321429	16322047	0.557320053	FBtr0074237:dme-miR-995-3p
69691	0.5	dme-miR-995-3p	7mer-m8	CG9917	FBgn0030740	X	-	16321797	16321803	FBtr0331756	16321429	16322047	0.557320053	FBtr0331756:dme-miR-995-3p
69692	0.5	dme-miR-965-3p	7mer-m8	Dsp1	FBgn0011764	X	+	16340176	16340182	FBtr0089263	16337806	16340624	0.430115712	FBtr0089263:dme-miR-965-3p
69693	0.5	dme-miR-965-3p	7mer-m8	Dsp1	FBgn0011764	X	+	16340176	16340182	FBtr0089259	16337806	16340443	0.430115712	FBtr0089259:dme-miR-965-3p
69694	0.5	dme-miR-965-3p	7mer-m8	Dsp1	FBgn0011764	X	+	16340176	16340182	FBtr0089260	16337806	16340443	0.430115712	FBtr0089260:dme-miR-965-3p
69695	0.5	dme-miR-965-3p	7mer-m8	Dsp1	FBgn0011764	X	+	16340176	16340182	FBtr0089261	16337806	16340443	0.430115712	FBtr0089261:dme-miR-965-3p
69696	0.5	dme-miR-252-5p	8mer-A1	CG4239	FBgn0030745	X	+	16388000	16388007	FBtr0074269	16387959	16388702	0.60218655	FBtr0074269:dme-miR-252-5p
69697	0.5	dme-miR-252-5p	8mer-A1	CG4239	FBgn0030745	X	+	16388000	16388007	FBtr0074270	16387959	16388702	0.60218655	FBtr0074270:dme-miR-252-5p
69698	0.5	dme-miR-252-5p	8mer-A1	CG4239	FBgn0030745	X	+	16388000	16388007	FBtr0074268	16387959	16388702	0.60218655	FBtr0074268:dme-miR-252-5p
69699	0.5	dme-miR-252-5p	8mer-A1	CG4239	FBgn0030745	X	+	16388000	16388007	FBtr0340314	16387959	16388702	0.60218655	FBtr0340314:dme-miR-252-5p
69700	0.5	dme-miR-33-5p	8mer-A1	hang	FBgn0026575	X	+	16436888	16436895	FBtr0074276	16436732	16438454	0.516436776	FBtr0074276:dme-miR-33-5p
69701	0.5	dme-miR-33-5p	8mer-A1	hang	FBgn0026575	X	+	16436888	16436895	FBtr0290069	16436811	16438454	0.516436776	FBtr0290069:dme-miR-33-5p
69702	0.5	dme-miR-33-5p	8mer-A1	hang	FBgn0026575	X	+	16436888	16436895	FBtr0343571	16436811	16438454	0.516436776	FBtr0343571:dme-miR-33-5p
69703	0.5	dme-miR-283-5p	8mer-m1	Rbp2	FBgn0262734	X	+	16452125	16452132	FBtr0074281	16452084	16453615	0.521761283	FBtr0074281:dme-miR-283-5p
69704	0.5	dme-miR-283-5p	8mer-m1	Rbp2	FBgn0262734	X	+	16452125	16452132	FBtr0343632	16452084	16453615	0.521761283	FBtr0343632:dme-miR-283-5p
69705	0.5	dme-miR-283-5p	8mer-m1	Rbp2	FBgn0262734	X	+	16452125	16452132	FBtr0074280	16452084	16454972	0.521761283	FBtr0074280:dme-miR-283-5p
69706	0.5	dme-miR-283-5p	8mer-m1	Rbp2	FBgn0262734	X	+	16452125	16452132	FBtr0343633	16452084	16453615	0.521761283	FBtr0343633:dme-miR-283-5p
69707	0.5	dme-miR-283-5p	8mer-m1	Rbp2	FBgn0262734	X	+	16452125	16452132	FBtr0074279	16452084	16454972	0.521761283	FBtr0074279:dme-miR-283-5p
69708	0.5	dme-bantam-3p	7mer-A1	br	FBgn0000210	X	+	1649339	1649345	FBtr0332293	1648712	1649378	0.683153312	FBtr0332293:dme-bantam-3p
69709	0.5	dme-bantam-3p	7mer-A1	br	FBgn0000210	X	+	1649339	1649345	FBtr0300428	1648712	1649378	0.683153312	FBtr0300428:dme-bantam-3p
69710	0.5	dme-bantam-3p	7mer-A1	br	FBgn0000210	X	+	1649339	1649345	FBtr0070263	1648712	1649378	0.683153312	FBtr0070263:dme-bantam-3p
69711	0.5	dme-bantam-3p	7mer-A1	br	FBgn0000210	X	+	1649339	1649345	FBtr0330406	1649105	1649378	0.683153312	FBtr0330406:dme-bantam-3p
69712	0.5	dme-bantam-3p	7mer-A1	br	FBgn0000210	X	+	1649339	1649345	FBtr0070261	1648712	1649378	0.683153312	FBtr0070261:dme-bantam-3p
69713	0.5	dme-bantam-3p	7mer-A1	br	FBgn0000210	X	+	1649339	1649345	FBtr0300427	1648712	1649378	0.683153312	FBtr0300427:dme-bantam-3p
69714	0.5	dme-miR-996-3p	6mer3-8	Arp2	FBgn0011742	X	-	16548391	16548396	FBtr0112868	16548288	16549241	0.654915571	FBtr0112868:dme-miR-996-3p
69715	0.5	dme-miR-279-3p	6mer3-8	Arp2	FBgn0011742	X	-	16548391	16548396	FBtr0112868	16548288	16549241	0.654915571	FBtr0112868:dme-miR-279-3p
69716	0.5	dme-miR-980-3p	6mer3-8	Nup153	FBgn0061200	X	+	16609165	16609170	FBtr0299587	16609097	16610459	0.682643551	FBtr0299587:dme-miR-980-3p
69717	0.5	dme-miR-980-3p	6mer3-8	Nup153	FBgn0061200	X	+	16609165	16609170	FBtr0340158	16609097	16610459	0.682643551	FBtr0340158:dme-miR-980-3p
69718	0.5	dme-miR-980-3p	6mer3-8	Nup153	FBgn0061200	X	+	16609165	16609170	FBtr0074284	16609097	16610459	0.682643551	FBtr0074284:dme-miR-980-3p
69719	0.5	dme-miR-980-3p	7mer-m8	mbt	FBgn0025743	X	+	16614135	16614141	FBtr0074285	16614013	16614856	0.649837365	FBtr0074285:dme-miR-980-3p
69720	0.5	dme-miR-33-5p	7mer-m8	mthl1	FBgn0030766	X	+	16649151	16649157	FBtr0340150	16643506	16650309	0.503931928	FBtr0340150:dme-miR-33-5p
69721	0.5	dme-miR-33-5p	7mer-m8	mthl1	FBgn0030766	X	+	16649151	16649157	FBtr0074314	16643506	16649697	0.503931928	FBtr0074314:dme-miR-33-5p
69722	0.5	dme-miR-8-3p	8mer-A1	CG32809	FBgn0023531	X	-	1674224	1674231	FBtr0333120	1673336	1675880	0.632374463	FBtr0333120:dme-miR-8-3p
69723	0.5	dme-miR-8-3p	8mer-A1	CG32809	FBgn0023531	X	-	1674224	1674231	FBtr0333117	1673108	1675880	0.632374463	FBtr0333117:dme-miR-8-3p
69724	0.5	dme-miR-8-3p	8mer-A1	CG32809	FBgn0023531	X	-	1674224	1674231	FBtr0308321	1673336	1675880	0.632374463	FBtr0308321:dme-miR-8-3p
69725	0.5	dme-miR-8-3p	8mer-A1	CG32809	FBgn0023531	X	-	1674224	1674231	FBtr0308324	1673336	1677238	0.632374463	FBtr0308324:dme-miR-8-3p
69726	0.5	dme-miR-8-3p	8mer-A1	CG32809	FBgn0023531	X	-	1674224	1674231	FBtr0333119	1673336	1675880	0.632374463	FBtr0333119:dme-miR-8-3p
69727	0.5	dme-miR-8-3p	8mer-A1	CG32809	FBgn0023531	X	-	1674224	1674231	FBtr0308323	1673336	1675880	0.632374463	FBtr0308323:dme-miR-8-3p
69728	0.5	dme-miR-8-3p	8mer-A1	CG32809	FBgn0023531	X	-	1674224	1674231	FBtr0333118	1673336	1677054	0.632374463	FBtr0333118:dme-miR-8-3p
69729	0.5	dme-miR-317-3p	6mer3-8	CG4928	FBgn0027556	X	+	16937154	16937159	FBtr0074344	16936676	16937411	0.658601156	FBtr0074344:dme-miR-317-3p
69730	0.5	dme-miR-317-3p	6mer3-8	CG4928	FBgn0027556	X	+	16937154	16937159	FBtr0074345	16936676	16938209	0.658601156	FBtr0074345:dme-miR-317-3p
69731	0.5	dme-miR-14-3p	7mer-m8	wus	FBgn0030805	X	-	16938531	16938537	FBtr0074418	16938494	16938752	0.541540648	FBtr0074418:dme-miR-14-3p
69732	0.5	dme-miR-14-3p	7mer-m8	wus	FBgn0030805	X	-	16938531	16938537	FBtr0342974	16938242	16938752	0.541540648	FBtr0342974:dme-miR-14-3p
69733	0.5	dme-miR-277-3p	7mer-m8	RhoGAP15B	FBgn0030808	X	+	16955511	16955517	FBtr0290096	16955463	16956234	0.575295829	FBtr0290096:dme-miR-277-3p
69734	0.5	dme-miR-277-3p	7mer-m8	RhoGAP15B	FBgn0030808	X	+	16955511	16955517	FBtr0110990	16955463	16955995	0.575295829	FBtr0110990:dme-miR-277-3p
69735	0.5	dme-miR-7-5p	6mer3-8	RhoGAP15B	FBgn0030808	X	+	16955734	16955739	FBtr0290096	16955463	16956234	0.638194467	FBtr0290096:dme-miR-7-5p
69736	0.5	dme-miR-7-5p	6mer3-8	RhoGAP15B	FBgn0030808	X	+	16955734	16955739	FBtr0110990	16955463	16955995	0.638194467	FBtr0110990:dme-miR-7-5p
69737	0.5	dme-miR-190-5p	8mer-m1	RhoGAP15B	FBgn0030808	X	+	16955758	16955765	FBtr0290096	16955463	16956234	0.52537375	FBtr0290096:dme-miR-190-5p
69738	0.5	dme-miR-190-5p	8mer-m1	RhoGAP15B	FBgn0030808	X	+	16955758	16955765	FBtr0110990	16955463	16955995	0.52537375	FBtr0110990:dme-miR-190-5p
69739	0.5	dme-miR-14-3p	7mer-m8	CG4949	FBgn0030813	X	+	17079812	17079818	FBtr0074381	17079585	17080907	0.614598621	FBtr0074381:dme-miR-14-3p
69740	0.5	dme-miR-14-3p	7mer-m8	CG4949	FBgn0030813	X	+	17079812	17079818	FBtr0343333	17079585	17081237	0.614598621	FBtr0343333:dme-miR-14-3p
69741	0.5	dme-bantam-3p	8mer-A1	CG4949	FBgn0030813	X	+	17080449	17080456	FBtr0074381	17079585	17080907	0.595509868	FBtr0074381:dme-bantam-3p
69742	0.5	dme-bantam-3p	8mer-A1	CG4949	FBgn0030813	X	+	17080449	17080456	FBtr0343333	17079585	17081237	0.595509868	FBtr0343333:dme-bantam-3p
69743	0.5	dme-miR-11-3p	7mer-A1	CG8915	FBgn0030833	X	-	17241577	17241583	FBtr0074447	17241265	17241817	0.682670843	FBtr0074447:dme-miR-11-3p
69745	0.5	dme-miR-11-3p	7mer-A1	CG8915	FBgn0030833	X	-	17241577	17241583	FBtr0339780	17240466	17241817	0.682670843	FBtr0339780:dme-miR-11-3p
69747	0.5	dme-miR-308-3p	7mer-A1	CG8915	FBgn0030833	X	-	17241577	17241583	FBtr0074447	17241265	17241817	0.682670843	FBtr0074447:dme-miR-308-3p
69749	0.5	dme-miR-308-3p	7mer-A1	CG8915	FBgn0030833	X	-	17241577	17241583	FBtr0339780	17240466	17241817	0.682670843	FBtr0339780:dme-miR-308-3p
69751	0.5	dme-miR-252-5p	8mer-m1	Socs16D	FBgn0030869	X	-	17821339	17821346	FBtr0074473	17820773	17822326	0.620844647	FBtr0074473:dme-miR-252-5p
69752	0.5	dme-miR-252-5p	8mer-m1	Socs16D	FBgn0030869	X	-	17821339	17821346	FBtr0310310	17820762	17822326	0.620844647	FBtr0310310:dme-miR-252-5p
69753	0.5	dme-miR-308-3p	8mer-m1	Socs16D	FBgn0030869	X	-	17821554	17821561	FBtr0074473	17820773	17822326	0.452383322	FBtr0074473:dme-miR-308-3p
69754	0.5	dme-miR-308-3p	8mer-m1	Socs16D	FBgn0030869	X	-	17821554	17821561	FBtr0310310	17820762	17822326	0.452383322	FBtr0310310:dme-miR-308-3p
69755	0.5	dme-miR-995-3p	7mer-A1	Socs16D	FBgn0030869	X	-	17821924	17821930	FBtr0074473	17820773	17822326	0.65170484	FBtr0074473:dme-miR-995-3p
69756	0.5	dme-miR-995-3p	7mer-A1	Socs16D	FBgn0030869	X	-	17821924	17821930	FBtr0310310	17820762	17822326	0.65170484	FBtr0310310:dme-miR-995-3p
